t,d,x,y
18194.776398553775,0.20304507711852182,-0.059128809616807415,-0.1890531568859552
18194.801998464623,0.2139036402909787,-0.04867721909621808,-0.19275008226812737
18194.827598375472,0.21987075374370477,-0.04293374959594515,-0.1983244735239077
18194.853198286324,0.2254732799302501,-0.03754120284250556,-0.20376062195198122
18194.878798197173,0.23629916586257835,-0.027121064838031228,-0.20746053679421977
18194.90439810802,0.2467958269601073,-0.017017812512433728,-0.20346871003711414
18194.92999801887,0.25896060089583733,-0.00530896725063279,-0.20046825619959607
18194.95559792972,0.27222756038809853,0.007460754292091976,-0.1992545354127382
18194.981197840567,0.2850697157586863,0.019821593125320558,-0.19807967760674025
18195.00679775142,0.29546107811961997,0.029823493249917787,-0.1971290293057037
18195.032397662268,0.29882266887777803,0.033059093535523165,-0.18904243642273966
18195.057997573116,0.2980392488144011,0.032305035601891685,-0.1825934249434279
18195.083597483965,0.29936929620995745,0.03358523359222915,-0.17778143095658078
18195.109197394813,0.3059705155658156,0.03993904307404167,-0.17391718076276827
18195.13479730566,0.30610923143446345,0.04007255995236064,-0.17853760675049368
18195.160397216514,0.30380284771803007,0.03785261816036917,-0.17920619678434865
18195.185997127362,0.30805088893476407,0.041941445255330334,-0.17881756697574874
18195.21159703821,0.31269776824944345,0.04641416222757383,-0.17970802591775065
18195.23719694906,0.31278853295362047,0.046501525123264,-0.1827312676134229
18195.262796859908,0.31148403473193564,0.045245918738574864,-0.18948568912925806
18195.28839677076,0.3075702170248137,0.041478788649869536,-0.19882398051245292
18195.31399668161,0.29983316222263123,0.03403171417569911,-0.20851203872338753
18195.339596592457,0.2919349895612016,0.026429560446229405,-0.21392491418353116
18195.365196503306,0.2861515349082741,0.020862866320424722,-0.21119366935479056
18195.390796414154,0.27913819397162065,0.014112381335715296,-0.2100621131683934
18195.416396325003,0.2725199881498322,0.007742222030866608,-0.2122691473139418
18195.441996235855,0.2673013491789579,0.0027191746228339975,-0.21743688704866104
18195.467596146704,0.26211538744821217,-0.002272420269083697,-0.22260163732331406
18195.493196057552,0.2593131517052751,-0.004969629841122369,-0.22749111471699338
18195.5187959684,0.256620056631966,-0.007561789272550579,-0.22619311898644331
18195.54439587925,0.2548771477636905,-0.009239374926988342,-0.21834471268921996
18195.569995790098,0.2549269052775382,-0.009191482295910047,-0.20581358685265772
18195.59559570095,0.25746601055785734,-0.006747541209314367,-0.20089098284336282
18195.6211956118,0.2609212353035606,-0.003421816283727619,-0.20028888859562693
18195.646795522647,0.2649904774453567,0.0004949130219559783,-0.19940182542205503
18195.672395433496,0.27234341227412745,0.007572264116603944,-0.1943820245599044
18195.697995344344,0.2780212451483922,0.013037295106770264,-0.18922947468040371
18195.723595255193,0.2866878418487606,0.021379072787734543,-0.18649185077381922
18195.749195166045,0.2961969187262187,0.030531754977224435,-0.18562191789456883
18195.774795076893,0.30421126631574485,0.03824572946584426,-0.18626150474590192
18195.800394987742,0.31198733786676414,0.04573035836372713,-0.1942443579446903
18195.82599489859,0.32000168545629026,0.053444332852346954,-0.1948839447960234
18195.85159480944,0.333432031149195,0.06637131697564708,-0.1936552767088347
18195.877194720288,0.34909155723711,0.08144393310523967,-0.19027790834809355
18195.90279463114,0.3645655730336863,0.09633799176165342,-0.1850871443509846
18195.92839454199,0.37740772840427417,0.10869883059488206,-0.1839122865449867
18195.953994452837,0.3881545595236389,0.11904287671494646,-0.1871618419381994
18195.979594363685,0.3972502642707331,0.1277976797218437,-0.1910772404600887
18196.005194274534,0.40719243007790173,0.13736721891906506,-0.19262724225433536
18196.030794185383,0.4197078130472024,0.14941353259114293,-0.1914822790489989
18196.056394096235,0.4364251375603062,0.16550430147426382,-0.18732175095233766
18196.081994007083,0.4564618402338339,0.184790040148944,-0.18239995955977073
18196.10759391793,0.4743499909169508,0.2020077533160753,-0.1812210632727435
18196.13319382878,0.48447937955704634,0.211757498342998,-0.18464150299950255
18196.15879373963,0.5004424423559372,0.22712227480363084,-0.18810024179593407
18196.184393650477,0.5176166924310346,0.24365284394360914,-0.18824503360561307
18196.20999356133,0.5385954805936742,0.263845359289494,-0.18632580024314316
18196.235593472178,0.5636743366466983,0.2879842743584667,-0.18454626503770707
18196.261193383027,0.5802875191649867,0.30397480442835595,-0.18783113004052607
18196.286793293875,0.5937241592244366,0.3169078470089924,-0.19117780348518262
18196.312393204724,0.6094881503492343,0.3320810128864547,-0.1912800151892719
18196.337993115576,0.6287817002577903,0.35065145173091145,-0.18779898594576688
18196.363593026424,0.6485295843448765,0.3696591965723118,-0.18198843349541302
18196.389192937273,0.6588229149854238,0.3795667391485636,-0.18104675357457506
18196.41479284812,0.6666186581936264,0.3870703024213242,-0.18313631351005621
18196.44039275897,0.674195935970457,0.3943635882204137,-0.18558905344286913
18196.46599266982,0.6903808892838958,0.40994193886776215,-0.18879869683425876
18196.49159258067,0.7044669091708193,0.42350002289645156,-0.184306902581442
18196.51719249152,0.7159055168075085,0.4345099181510657,-0.18440442694124998
18196.542792402368,0.7246400593715983,0.4429170951241744,-0.1882956672277221
18196.568392313216,0.730265126498695,0.44833133799678276,-0.19229977933204465
18196.593992224065,0.7381776004348022,0.45594725699744715,-0.19609462923173632
18196.619592134914,0.7442160848344264,0.4617594225029095,-0.20841196927286276
18196.645192045766,0.7531992238287157,0.4704058786561511,-0.21840075632669192
18196.670791956614,0.7639962744539481,0.48079826208412063,-0.21895736596083634
18196.696391867463,0.7730782337261729,0.4895398347885768,-0.2093178667756238
18196.72199177831,0.7783112677795136,0.4945767377597314,-0.1991724999759797
18196.74759168916,0.7837902130718011,0.4998503353591773,-0.2026751892552637
18196.77319160001,0.7851680726818764,0.501176553589955,-0.2005471726472865
18196.79879151086,0.7842448251502351,0.5002879088404972,-0.19817207987478178
18196.82439142171,0.7825456086635416,0.498652378002513,-0.19832753179822174
18196.849991332558,0.7772033887984092,0.49351038144048637,-0.20156181238415133
18196.875591243406,0.7713757311062549,0.48790114097973586,-0.20827244101995754
18196.901191154255,0.7690288473336754,0.48564221705022065,-0.21632340293701557
18196.926791065103,0.7661057158877331,0.4828286428760296,-0.2117289118703341
18196.952390975955,0.7654658262757015,0.48221273595564634,-0.19914648010287136
18196.977990886804,0.7684192763360489,0.4850554924201536,-0.18183099308472078
