POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
3,677,Sandra GOMIS,FRAFRA,13.04 Q,0.159,100 m H,Heats,F,2016
4,1046,Nadine VISSER,NEDNED,13.07,0.124,100 m H,Heats,F,2016
5,430,Fabiana MORÃES,BRABRA,13.22,0.138,100 m H,Heats,F,2016
6,1389,Valentina KIBALNIKOVA,UZBUZB,13.29,0.139,100 m H,Heats,F,2016
7,1314,Olena YANOVSKA,UKRUKR,13.32,0.152,100 m H,Heats,F,2016
,736,Reïna-Flor OKORI,GEQGEQ,DNS,,100 m H,Heats,F,2016
1,1181,Hafsatu KAMARA,SLESLE,12.24 Q,0.148,100 m,Preliminary,F,2016
2,654,Sisila SEAVULA,FIJFIJ,12.34 Q,0.143,100 m,Preliminary,F,2016
3,811,Regine TUGADE,GUMGUM,12.52,0.156,100 m,Preliminary,F,2016
4,810,Makoura KEITA,GUIGUI,12.66,0.15,100 m,Preliminary,F,2016
5,365,Shirin AKTER,BANBAN,12.99,0.166,100 m,Preliminary,F,2016
6,1015,Mariana CRESS,MHLMHL,13.2,0.206,100 m,Preliminary,F,2016
7,305,Liliana NETO,ANGANG,13.58,0.136,100 m,Preliminary,F,2016
8,300,Kamia YOUSUFI,AFGAFG,14.02,0.216,100 m,Preliminary,F,2016
1,1215,Sunayna WAHI,SURSUR,12.09 Q,0.172,100 m,Preliminary,F,2016
2,544,Patricia TAEA,COKCOK,12.30 Q,0.16,100 m,Preliminary,F,2016
3,1079,Mazoon AL-ALAWI,OMAOMA,12.30 q,0.161,100 m,Preliminary,F,2016
4,559,Lidiane LOPES,CPVCPV,12.38,0.154,100 m,Preliminary,F,2016
5,1232,Phumlile NDZINISA,SWZSWZ,12.49,0.137,100 m,Preliminary,F,2016
6,1235,Taina HALASIMA,TGATGA,12.8,0.199,100 m,Preliminary,F,2016
7,970,Laenly PHOUTTHAVONG,LAOLAO,12.82,0.186,100 m,Preliminary,F,2016
8,690,Lerissa HENRY,FSMFSM,13.53,0.163,100 m,Preliminary,F,2016
1,1018,Charlotte WINGFIELD,MLTMLT,11.86 Q,0.144,100 m,Preliminary,F,2016
2,504,Cecilia BOUELE,CGOCGO,11.98 Q,0.165,100 m,Preliminary,F,2016
3,999,Zaidatul Husniah ZULKIFLI,MASMAS,12.12 q,0.151,100 m,Preliminary,F,2016
4,1242,Prenam PESSE,TOGTOG,12.38,0.189,100 m,Preliminary,F,2016
5,558,Denika KASSIM,COMCOM,12.53,0.192,100 m,Preliminary,F,2016
6,317,Jordan MAGEO,ASAASA,13.72,0.173,100 m,Preliminary,F,2016
7,968,Kariman ABULJADAYEL,KSAKSA,14.61,0.205,100 m,Preliminary,F,2016
8,964,Karitaake TEWAAKI,KIRKIR,14.7,0.185,100 m,Preliminary,F,2016
1,703,Desiree HENRY,GBRGBR,11.08 Q,0.126,100 m,Heats,F,2016
2,539,Murielle AHOURÉ,CIVCIV,11.17 Q,0.159,100 m,Heats,F,2016
3,1300,Natalia POHREBNIAK,UKRUKR,11.30 q,0.13,100 m,Heats,F,2016
4,1127,Lorène Dorcas BAZOLO,PORPOR,11.43,0.142,100 m,Heats,F,2016
5,531,Yongli WEI,CHNCHN,11.48,0.154,100 m,Heats,F,2016
6,444,Hajar ALKHALDI,BRNBRN,11.59,0.122,100 m,Heats,F,2016
7,928,Rima KASHAFUTDINOVA,KAZKAZ,11.84,0.174,100 m,Heats,F,2016
8,654,Sisila SEAVULA,FIJFIJ,12.48,0.149,100 m,Heats,F,2016
1,1039,Dafne SCHIPPERS,NEDNED,11.16 Q,0.143,100 m,Heats,F,2016
2,771,Tatjana PINTO,GERGER,11.31 Q,0.164,100 m,Heats,F,2016
3,467,Khamica BINGHAM,CANCAN,11.41,0.137,100 m,Heats,F,2016
4,794,Flings OWUSU-AGYAPONG,GHAGHA,11.43,0.135,100 m,Heats,F,2016
5,1052,Gloria ASUMNU,NGRNGR,11.55,0.139,100 m,Heats,F,2016
6,555,Evelyn RIVERA,COLCOL,11.59,0.161,100 m,Heats,F,2016
7,813,Brenessa THOMPSON,GUYGUY,11.72,0.162,100 m,Heats,F,2016
8,1181,Hafsatu KAMARA,SLESLE,12.22,0.15,100 m,Heats,F,2016
1,1326,Tori BOWIE,USAUSA,11.13 Q,0.142,100 m,Heats,F,2016
2,1059,Blessing OKAGBARE,NGRNGR,11.16 Q,0.154,100 m,Heats,F,2016
3,613,Ángela TENORIO,ECUECU,11.35 q,0.15,100 m,Heats,F,2016
4,1072,Ezinne OKPARAEBO,NORNOR,11.43,0.141,100 m,Heats,F,2016
5,554,Eliecith PALACIOS,COLCOL,11.48,0.172,100 m,Heats,F,2016
6,878,Tahesia HARRIGAN-SCOTT,IVBIVB,11.54,0.149,100 m,Heats,F,2016
7,1310,Khrystyna STUY,UKRUKR,11.57,0.146,100 m,Heats,F,2016
8,504,Cecilia BOUELE,CGOCGO,12.18,0.149,100 m,Heats,F,2016
1,887,Shelly-Ann FRASER-PRYCE,JAMJAM,10.96 Q,0.146,100 m,Heats,F,2016
2,540,Marie-Josee TA LOU,CIVCIV,11.01 Q,0.156,100 m,Heats,F,2016
3,1206,Mujinga KAMBUNDJI,SUISUI,11.19 q,0.149,100 m,Heats,F,2016
4,611,Narcisa LANDAZURI,ECUECU,11.38 q,0.117,100 m,Heats,F,2016
5,360,Tynia GAITHER,BAHBAH,11.56,0.154,100 m,Heats,F,2016
6,589,Ramona PAPAIOANNOU,CYPCYP,11.61,0.14,100 m,Heats,F,2016
7,691,Ruddy ZANG MILAMA,GABGAB,11.67,0.151,100 m,Heats,F,2016
8,1215,Sunayna WAHI,SURSUR,12.25,0.117,100 m,Heats,F,2016
1,1323,Tianna BARTOLETTA,USAUSA,11.23 Q,0.148,100 m,Heats,F,2016
2,1117,Ewa SWOBODA,POLPOL,11.24 Q,0.149,100 m,Heats,F,2016
3,1301,Olesya POVKH,UKRUKR,11.39 q,0.132,100 m,Heats,F,2016
4,1246,Kelly-Ann BAPTISTE,TTOTTO,11.42,0.141,100 m,Heats,F,2016
5,1057,Jennifer MADU,NGRNGR,11.61,0.163,100 m,Heats,F,2016
6,1391,Nigina SHARIPOVA,UZBUZB,11.68,0.135,100 m,Heats,F,2016
7,827,Dutee CHAND,INDIND,11.69,0.151,100 m,Heats,F,2016
8,544,Patricia TAEA,COKCOK,12.41,0.159,100 m,Heats,F,2016
1,1245,Michelle-Lee AHYE,TTOTTO,11.00 Q,0.153,100 m,Heats,F,2016
2,905,Christania WILLIAMS,JAMJAM,11.27 Q,0.17,100 m,Heats,F,2016
3,718,Asha PHILIP,GBRGBR,11.34 q,0.12,100 m,Heats,F,2016
4,474,Crystal EMMANUEL,CANCAN,11.43,0.162,100 m,Heats,F,2016
5,941,Viktoriya ZYABKINA,KAZKAZ,11.69,0.15,100 m,Heats,F,2016
6,1112,Marika POPOWICZ-DRAPALA,POLPOL,11.7,0.136,100 m,Heats,F,2016
7,450,Iman Essa JASIM,BRNBRN,11.72,0.161,100 m,Heats,F,2016
8,1018,Charlotte WINGFIELD,MLTMLT,11.9,0.138,100 m,Heats,F,2016
1,903,Elaine THOMPSON,JAMJAM,11.21 Q,0.174,100 m,Heats,F,2016
2,434,Rosangela SANTOS,BRABRA,11.25 Q,0.163,100 m,Heats,F,2016
3,1249,Semoy HACKETT,TTOTTO,11.35 q,0.138,100 m,Heats,F,2016
4,1089,Toea WISIL,PNGPNG,11.48,0.142,100 m,Heats,F,2016
5,936,Olga SAFRONOVA,KAZKAZ,11.5,0.148,100 m,Heats,F,2016
6,1162,Alyssa CONLEY,RSARSA,11.57,0.143,100 m,Heats,F,2016
7,320,Melissa BREEN,AUSAUS,11.74,0.143,100 m,Heats,F,2016
8,1079,Mazoon AL-ALAWI,OMAOMA,12.43,0.199,100 m,Heats,F,2016
1,1343,English GARDNER,USAUSA,11.09 Q,0.191,100 m,Heats,F,2016
2,1163,Carina HORN,RSARSA,11.32 Q,0.158,100 m,Heats,F,2016
3,458,Ivet LALOVA-COLLIO,BULBUL,11.35 q,0.125,100 m,Heats,F,2016
4,711,Daryll NEITA,GBRGBR,11.41,0.169,100 m,Heats,F,2016
5,747,Rebekka HAASE,GERGER,11.47,0.175,100 m,Heats,F,2016
6,533,Qiqi YUAN,CHNCHN,11.56,0.143,100 m,Heats,F,2016
7,426,Franciela KRASUCKI,BRABRA,11.67,0.159,100 m,Heats,F,2016
8,999,Zaidatul Husniah ZULKIFLI,MASMAS,12.62,0.149,100 m,Heats,F,2016
1,1326,Tori BOWIE,USAUSA,10.90 Q,0.165,100 m,Semi,F,2016
2,1245,Michelle-Lee AHYE,TTOTTO,10.90 Q,0.134,100 m,Semi,F,2016
3,905,Christania WILLIAMS,JAMJAM,10.96 q,0.166,100 m,Semi,F,2016
4,539,Murielle AHOURÉ,CIVCIV,11.01,0.156,100 m,Semi,F,2016
5,613,Ángela TENORIO,ECUECU,11.14,0.145,100 m,Semi,F,2016
6,1206,Mujinga KAMBUNDJI,SUISUI,11.16,0.13,100 m,Semi,F,2016
7,1117,Ewa SWOBODA,POLPOL,11.18,0.155,100 m,Semi,F,2016
8,1301,Olesya POVKH,UKRUKR,11.29,0.126,100 m,Semi,F,2016
1,887,Shelly-Ann FRASER-PRYCE,JAMJAM,10.88 Q,0.151,100 m,Semi,F,2016
2,1039,Dafne SCHIPPERS,NEDNED,10.90 Q,0.146,100 m,Semi,F,2016
3,540,Marie-Josee TA LOU,CIVCIV,10.94 q,0.157,100 m,Semi,F,2016
4,1323,Tianna BARTOLETTA,USAUSA,11,0.141,100 m,Semi,F,2016
5,434,Rosangela SANTOS,BRABRA,11.23,0.133,100 m,Semi,F,2016
6,611,Narcisa LANDAZURI,ECUECU,11.27,0.152,100 m,Semi,F,2016
7,1300,Natalia POHREBNIAK,UKRUKR,11.32,0.138,100 m,Semi,F,2016
8,718,Asha PHILIP,GBRGBR,11.33,0.124,100 m,Semi,F,2016
1,903,Elaine THOMPSON,JAMJAM,10.88 Q,0.156,100 m,Semi,F,2016
2,1343,English GARDNER,USAUSA,10.90 Q,0.158,100 m,Semi,F,2016
3,1059,Blessing OKAGBARE,NGRNGR,11.09,0.155,100 m,Semi,F,2016
4,703,Desiree HENRY,GBRGBR,11.09,0.129,100 m,Semi,F,2016
5,1249,Semoy HACKETT,TTOTTO,11.2,0.146,100 m,Semi,F,2016
6,1163,Carina HORN,RSARSA,11.2,0.149,100 m,Semi,F,2016
7,771,Tatjana PINTO,GERGER,11.32,0.175,100 m,Semi,F,2016
,458,Ivet LALOVA-COLLIO,BULBUL,DNS,,100 m,Semi,F,2016
1,903,Elaine THOMPSON,JAMJAM,10.71,0.157,100 m,Final,F,2016
2,1326,Tori BOWIE,USAUSA,10.83,0.112,100 m,Final,F,2016
3,887,Shelly-Ann FRASER-PRYCE,JAMJAM,10.86,0.138,100 m,Final,F,2016
4,540,Marie-Josee TA LOU,CIVCIV,10.86,0.136,100 m,Final,F,2016
5,1039,Dafne SCHIPPERS,NEDNED,10.9,0.134,100 m,Final,F,2016
6,1245,Michelle-Lee AHYE,TTOTTO,10.92,0.132,100 m,Final,F,2016
7,1343,English GARDNER,USAUSA,10.94,0.148,100 m,Final,F,2016
8,905,Christania WILLIAMS,JAMJAM,11.8,0.163,100 m,Final,F,2016
1,2767,Riste PANDEV,MKDMKD,10.72 Q,0.145,100 m,Preliminary,M,2016
2,2557,Sudirman HADI,INAINA,10.77 Q,0.136,100 m,Preliminary,M,2016
3,2827,Mohammed ABUKHOUSA,PLEPLE,10.82 q,0.176,100 m,Preliminary,M,2016
4,2482,Holder DA SILVA,GBSGBS,10.97,0.165,100 m,Preliminary,M,2016
5,2439,Wilfried BINGANGOYE,GABGAB,11.03,0.145,100 m,Preliminary,M,2016
6,2544,Mohamed Lamine DANSOKO,GUIGUI,11.05,0.145,100 m,Preliminary,M,2016
7,2000,Abdul Wahab ZAHIRI,AFGAFG,11.56,0.17,100 m,Preliminary,M,2016
8,2766,Richson SIMEON,MHLMHL,11.81,0.136,100 m,Preliminary,M,2016
1,2756,Hassan SAAID,MDVMDV,10.43 Q,0.13,100 m,Preliminary,M,2016
2,2965,Siueni FILIMONE,TGATGA,10.76 Q,0.155,100 m,Preliminary,M,2016
3,2769,Luke BEZZINA,MLTMLT,11.04,0.167,100 m,Preliminary,M,2016
4,2078,Masbah AHMMED,BANBAN,11.34,0.137,100 m,Preliminary,M,2016
5,2029,Isaac SILAFAU,ASAASA,11.51,0.141,100 m,Preliminary,M,2016
6,2704,John RUUKA,KIRKIR,11.65,0.178,100 m,Preliminary,M,2016
7,2015,Hermenegildo LEITE,ANGANG,11.65,0.145,100 m,Preliminary,M,2016
1,2828,Rodman TELTULL,PLWPLW,10.53 Q,0.135,100 m,Preliminary,M,2016
2,2921,Jin Wei Timothee YAP,SGPSGP,10.84 Q,0.14,100 m,Preliminary,M,2016
3,2179,Md Fakhri ISMAIL,BRUBRU,10.92 q,0.163,100 m,Preliminary,M,2016
4,2928,Ismail KAMARA,SLESLE,10.95,0.146,100 m,Preliminary,M,2016
5,2438,Kapiriel KITSON,FSMFSM,11.42,0.159,100 m,Preliminary,M,2016
6,2775,Jidou EL MOCTAR,MTNMTN,11.44,0.157,100 m,Preliminary,M,2016
7,3012,Etimoni TIMUANI,TUVTUV,11.81,0.143,100 m,Preliminary,M,2016
1,2164,Kemarley BROWN,BRNBRN,10.13 Q,0.146,100 m,Heats,M,2016
2,2476,Chijindu UJAH,GBRGBR,10.13 Q,0.15,100 m,Heats,M,2016
3,3053,Marvin BRACY,USAUSA,10.16 q,0.155,100 m,Heats,M,2016
4,2797,Seye OGUNLEWE,NGRNGR,10.26,0.139,100 m,Heats,M,2016
5,2882,Femi OGUNODE,QATQAT,10.28,0.17,100 m,Heats,M,2016
6,2528,Sean SAFO-ANTWI,GHAGHA,10.43,0.145,100 m,Heats,M,2016
7,2575,Reza GHASEMI,IRIIRI,10.47,0.15,100 m,Heats,M,2016
8,2067,Adrian GRIFFITH,BAHBAH,10.53,0.143,100 m,Heats,M,2016
9,2179,Md Fakhri ISMAIL,BRUBRU,10.95,0.151,100 m,Heats,M,2016
1,3069,Justin GATLIN,USAUSA,10.01 Q,0.16,100 m,Heats,M,2016
2,2016,Daniel BAILEY,ANTANT,10.20 Q,0.153,100 m,Heats,M,2016
3,2986,Rondel SORRILLO,TTOTTO,10.23,0.112,100 m,Heats,M,2016
4,3125,Gerald PHIRI,ZAMZAM,10.27,0.146,100 m,Heats,M,2016
5,2502,Lucas JAKUBCZYK,GERGER,10.29,0.166,100 m,Heats,M,2016
6,2791,Ogho-Oghene EGWERO,NGRNGR,10.37,0.151,100 m,Heats,M,2016
7,2244,Hua Wilfried KOFFI,CIVCIV,10.37,0.166,100 m,Heats,M,2016
8,2828,Rodman TELTULL,PLWPLW,10.64,0.133,100 m,Heats,M,2016
9,2767,Riste PANDEV,MKDMKD,10.71,0.163,100 m,Heats,M,2016
1,2234,Zhenye XIE,CHNCHN,10.08 Q,0.143,100 m,Heats,M,2016
2,2608,Nickel ASHMEADE,JAMJAM,10.13 Q,0.132,100 m,Heats,M,2016
3,2580,Hassan TAFTIAN,IRIIRI,10.17 q,0.15,100 m,Heats,M,2016
4,2924,Kim COLLINS,SKNSKN,10.18 q,0.151,100 m,Heats,M,2016
5,2717,Abdullah Abkar MOHAMMED,KSAKSA,10.26,0.154,100 m,Heats,M,2016
6,2747,Aziz OUHADI,MARMAR,10.34,0.158,100 m,Heats,M,2016
7,2215,Kemar HYMAN,CAYCAY,10.34,0.16,100 m,Heats,M,2016
8,2549,Darrell WESH,HAIHAI,10.39,0.138,100 m,Heats,M,2016
1,2196,Andre DE GRASSE,CANCAN,10.04 Q,0.148,100 m,Heats,M,2016
2,2636,Aska CAMBRIDGE,JPNJPN,10.13 Q,0.137,100 m,Heats,M,2016
3,2229,Bingtian SU,CHNCHN,10.17 q,0.146,100 m,Heats,M,2016
4,2434,Jimmy VICAUT,FRAFRA,10.19 q,0.164,100 m,Heats,M,2016
5,2785,Churandy MARTINA,NEDNED,10.22,0.142,100 m,Heats,M,2016
6,2725,Emmanuel MATADI,LBRLBR,10.31,0.146,100 m,Heats,M,2016
7,2513,Julian REUS,GERGER,10.34,0.135,100 m,Heats,M,2016
8,2072,Jamial ROLLE,BAHBAH,10.68,0.145,100 m,Heats,M,2016
9,2557,Sudirman HADI,INAINA,10.7,0.122,100 m,Heats,M,2016
1,2245,Ben Youssef MEITÉ,CIVCIV,10.03 Q,0.145,100 m,Heats,M,2016
2,3054,Trayvon BROMELL,USAUSA,10.13 Q,0.165,100 m,Heats,M,2016
3,2427,Christophe LEMAITRE,FRAFRA,10.16 q,0.15,100 m,Heats,M,2016
4,2018,Cejhae GREENE,ANTANT,10.20 q,0.156,100 m,Heats,M,2016
5,2975,Keston BLEDMAN,TTOTTO,10.2,0.15,100 m,Heats,M,2016
6,2199,Akeem HAYNES,CANCAN,10.22,0.123,100 m,Heats,M,2016
7,3127,Gabriel MVUMVURE,ZIMZIM,10.28,0.131,100 m,Heats,M,2016
8,2756,Hassan SAAID,MDVMDV,10.47,0.135,100 m,Heats,M,2016
,2965,Siueni FILIMONE,TGATGA,DNS,,100 m,Heats,M,2016
1,2611,Yohan BLAKE,JAMJAM,10.11 Q,0.154,100 m,Heats,M,2016
2,3002,Jak Ali HARVEY,TURTUR,10.14 Q,0.159,100 m,Heats,M,2016
3,2815,Barakat Mubarak AL-HARTHI,OMAOMA,10.22,0.155,100 m,Heats,M,2016
4,2727,Mosito LEHATA,LESLES,10.25,0.151,100 m,Heats,M,2016
5,2451,James ELLINGTON,GBRGBR,10.29,0.145,100 m,Heats,M,2016
6,2894,Henricho BRUINTJIES,RSARSA,10.33,0.107,100 m,Heats,M,2016
7,2240,Peimeng ZHANG,CHNCHN,10.36,0.121,100 m,Heats,M,2016
8,2922,Antoine ADAMS,SKNSKN,10.39,0.149,100 m,Heats,M,2016
1,2612,Usain BOLT,JAMJAM,10.07 Q,0.156,100 m,Heats,M,2016
2,2170,Andrew FISHER,BRNBRN,10.12 Q,0.134,100 m,Heats,M,2016
3,2447,James DASAOLU,GBRGBR,10.18 q,0.171,100 m,Heats,M,2016
4,2645,Yoshihide KIRYU,JPNJPN,10.23,0.15,100 m,Heats,M,2016
5,2068,Shavez HART,BAHBAH,10.28,0.139,100 m,Heats,M,2016
6,2988,Richard THOMPSON,TTOTTO,10.29,0.13,100 m,Heats,M,2016
7,2726,Jahvid BEST,LCALCA,10.39,0.147,100 m,Heats,M,2016
8,2950,Jurgen THEMEN,SURSUR,10.47,0.139,100 m,Heats,M,2016
9,2921,Jin Wei Timothee YAP,SGPSGP,10.79,0.149,100 m,Heats,M,2016
1,2909,Akani SIMBINE,RSARSA,10.14 Q,0.124,100 m,Heats,M,2016
2,2664,Ryota YAMAGATA,JPNJPN,10.20 Q,0.111,100 m,Heats,M,2016
3,2192,Aaron BROWN,CANCAN,10.24,0.135,100 m,Heats,M,2016
4,2081,Ramon GITTENS,BARBAR,10.25,0.162,100 m,Heats,M,2016
5,2779,Solomon BOCKARIE,NEDNED,10.36,0.127,100 m,Heats,M,2016
5,2146,Vítor Hugo DOS SANTOS,BRABRA,10.36,0.157,100 m,Heats,M,2016
7,2706,Kukyoung KIM,KORKOR,10.37,0.135,100 m,Heats,M,2016
8,2925,Brijesh LAWRENCE,SKNSKN,10.55,0.163,100 m,Heats,M,2016
9,2827,Mohammed ABUKHOUSA,PLEPLE,11.89,0.153,100 m,Heats,M,2016
1,2434,Jimmy VICAUT,FRAFRA,9.95 Q,0.131,100 m,Semi,M,2016
2,2245,Ben Youssef MEITÉ,CIVCIV,9.97 Q,0.142,100 m,Semi,M,2016
3,2909,Akani SIMBINE,RSARSA,9.98 q,0.144,100 m,Semi,M,2016
4,3002,Jak Ali HARVEY,TURTUR,10.03,0.148,100 m,Semi,M,2016
5,2608,Nickel ASHMEADE,JAMJAM,10.05,0.118,100 m,Semi,M,2016
6,3053,Marvin BRACY,USAUSA,10.08,0.152,100 m,Semi,M,2016
7,2234,Zhenye XIE,CHNCHN,10.11,0.134,100 m,Semi,M,2016
8,2580,Hassan TAFTIAN,IRIIRI,10.23,0.136,100 m,Semi,M,2016
1,2612,Usain BOLT,JAMJAM,9.86 Q,0.143,100 m,Semi,M,2016
2,2196,Andre DE GRASSE,CANCAN,9.92 Q,0.13,100 m,Semi,M,2016
3,3054,Trayvon BROMELL,USAUSA,10.01 q,0.128,100 m,Semi,M,2016
4,2476,Chijindu UJAH,GBRGBR,10.01,0.16,100 m,Semi,M,2016
5,2664,Ryota YAMAGATA,JPNJPN,10.05,0.109,100 m,Semi,M,2016
6,2924,Kim COLLINS,SKNSKN,10.12,0.138,100 m,Semi,M,2016
7,2018,Cejhae GREENE,ANTANT,10.13,0.143,100 m,Semi,M,2016
,2170,Andrew FISHER,BRNBRN,DQ RIAAF 162.7,,100 m,Semi,M,2016
1,3069,Justin GATLIN,USAUSA,9.94 Q,0.151,100 m,Semi,M,2016
2,2611,Yohan BLAKE,JAMJAM,10.01 Q,0.147,100 m,Semi,M,2016
3,2427,Christophe LEMAITRE,FRAFRA,10.07,0.122,100 m,Semi,M,2016
4,2229,Bingtian SU,CHNCHN,10.08,0.14,100 m,Semi,M,2016
5,2164,Kemarley BROWN,BRNBRN,10.13,0.152,100 m,Semi,M,2016
6,2447,James DASAOLU,GBRGBR,10.16,0.145,100 m,Semi,M,2016
7,2636,Aska CAMBRIDGE,JPNJPN,10.17,0.135,100 m,Semi,M,2016
,2016,Daniel BAILEY,ANTANT,DNS,,100 m,Semi,M,2016
1,2612,Usain BOLT,JAMJAM,9.81,0.155,100 m,Final,M,2016
2,3069,Justin GATLIN,USAUSA,9.89,0.152,100 m,Final,M,2016
3,2196,Andre DE GRASSE,CANCAN,9.91,0.141,100 m,Final,M,2016
4,2611,Yohan BLAKE,JAMJAM,9.93,0.145,100 m,Final,M,2016
5,2909,Akani SIMBINE,RSARSA,9.94,0.128,100 m,Final,M,2016
6,2245,Ben Youssef MEITÉ,CIVCIV,9.96,0.156,100 m,Final,M,2016
7,2434,Jimmy VICAUT,FRAFRA,10.04,0.14,100 m,Final,M,2016
8,3054,Trayvon BROMELL,USAUSA,10.06,0.135,100 m,Final,M,2016
1,2624,Omar MCLEOD,JAMJAM,13.27 Q,0.168,110 m H,Heats,M,2016
2,3092,Jeff PORTER,USAUSA,13.50 Q,0.147,110 m H,Heats,M,2016
3,2548,Jeffrey JULMIS,HAIHAI,13.66 Q,0.149,110 m H,Heats,M,2016
4,2793,Antwon HICKS,NGRNGR,13.70 Q,0.151,110 m H,Heats,M,2016
1,2368,Orlando ORTEGA,ESPESP,13.32 Q,0.124,110 m H,Heats,M,2016
2,2552,Balázs BAJI,HUNHUN,13.52 Q,0.151,110 m H,Heats,M,2016
3,2296,Milan TRAJKOVIC,CYPCYP,13.59 Q,0.143,110 m H,Heats,M,2016
4,2194,Johnathan CABRAL,CANCAN,13.63 Q,0.153,110 m H,Heats,M,2016
1,2413,Dimitri BASCOU,FRAFRA,13.31 Q,0.151,110 m H,Heats,M,2016
2,2469,Andrew POZZI,GBRGBR,13.50 Q,0.127,110 m H,Heats,M,2016
3,2629,Andrew RILEY,JAMJAM,13.52 Q,0.136,110 m H,Heats,M,2016
4,2138,João Vitor DE OLIVEIRA,BRABRA,13.63 Q,0.121,110 m H,Heats,M,2016
5,2891,Antonio ALKANA,RSARSA,13.64 q,0.128,110 m H,Heats,M,2016
6,2307,Petr SVOBODA,CZECZE,13.65 q,0.132,110 m H,Heats,M,2016
7,2987,Mikel THOMAS,TTOTTO,13.68,0.131,110 m H,Heats,M,2016
8,2593,Eddie LOVETT,ISVISV,13.77,0.143,110 m H,Heats,M,2016
1,2531,Konstadínos DOUVALÍDIS,GREGRE,13.41 Q,0.124,110 m H,Heats,M,2016
2,3045,Devon ALLEN,USAUSA,13.41 Q,0.127,110 m H,Heats,M,2016
3,2520,Gregor TRABER,GERGER,13.50 Q,0.149,110 m H,Heats,M,2016
4,2279,Yordan L. O'FARRILL,CUBCUB,13.56 Q,0.13,110 m H,Heats,M,2016
5,2354,Yidiel CONTRERAS,ESPESP,13.62 q,0.137,110 m H,Heats,M,2016
6,2214,Ronald FORBES,CAYCAY,14.67,0.131,110 m H,Heats,M,2016
7,2731,Ahmad HAZER,LIBLIB,15.5,0.144,110 m H,Heats,M,2016
,2414,Wilhem BELOCIAN,FRAFRA,DQ R 162.7,,110 m H,Heats,M,2016
1,3047,Ronnie ASH,USAUSA,13.31 Q,0.149,110 m H,Heats,M,2016
2,2428,Pascal MARTINOT-LAGARDE,FRAFRA,13.36 Q,0.148,110 m H,Heats,M,2016
3,2445,Lawrence CLARKE,GBRGBR,13.55 Q,0.146,110 m H,Heats,M,2016
4,2154,Éder Antonio SOUZA,BRABRA,13.61 Q,0.134,110 m H,Heats,M,2016
5,2832,Damian CZYKIER,POLPOL,13.63 q,0.162,110 m H,Heats,M,2016
6,2938,Milan RISTIC,SRBSRB,13.66,0.133,110 m H,Heats,M,2016
7,2233,Wenjun XIE,CHNCHN,13.69,0.166,110 m H,Heats,M,2016
8,2201,Sekou KABA,CANCAN,13.7,0.141,110 m H,Heats,M,2016
1,2614,Deuce CARTER,JAMJAM,13.51 q,0.174,110 m H,Heats,M,2016
2,2256,Yeison RIVAS,COLCOL,13.87,0.165,110 m H,Heats,M,2016
3,2667,Wataru YAZAWA,JPNJPN,13.88,0.141,110 m H,Heats,M,2016
4,2489,Matthias BÜHLER,GERGER,13.9,0.141,110 m H,Heats,M,2016
5,2504,Alexander JOHN,GERGER,14.13,0.165,110 m H,Heats,M,2016
,2283,Jhoanis PORTILLA,CUBCUB,DQ R 168.7b,0.137,110 m H,Heats,M,2016
,2736,Kame ALI,MADMAD,DNS,,110 m H,Heats,M,2016
,2718,Xaysa ANOUSONE,LAOLAO,DNS,,110 m H,Heats,M,2016
1,2368,Orlando ORTEGA,ESPESP,13.32 Q,0.138,110 m H,Semi,M,2016
2,3047,Ronnie ASH,USAUSA,13.36 Q,0.183,110 m H,Semi,M,2016
3,2832,Damian CZYKIER,POLPOL,13.5,0.154,110 m H,Semi,M,2016
4,2552,Balázs BAJI,HUNHUN,13.52,0.129,110 m H,Semi,M,2016
5,2469,Andrew POZZI,GBRGBR,13.67,0.127,110 m H,Semi,M,2016
6,2614,Deuce CARTER,JAMJAM,13.69,0.171,110 m H,Semi,M,2016
7,2279,Yordan L. O'FARRILL,CUBCUB,13.7,0.153,110 m H,Semi,M,2016
,2548,Jeffrey JULMIS,HAIHAI,DQ R 168.7,0.156,110 m H,Semi,M,2016
1,2624,Omar MCLEOD,JAMJAM,13.15 Q,0.147,110 m H,Semi,M,2016
2,2428,Pascal MARTINOT-LAGARDE,FRAFRA,13.25 Q,0.149,110 m H,Semi,M,2016
3,3045,Devon ALLEN,USAUSA,13.36 q,0.12,110 m H,Semi,M,2016
4,2194,Johnathan CABRAL,CANCAN,13.41 q,0.134,110 m H,Semi,M,2016
5,2520,Gregor TRABER,GERGER,13.43,0.181,110 m H,Semi,M,2016
6,2445,Lawrence CLARKE,GBRGBR,13.46,0.169,110 m H,Semi,M,2016
7,2891,Antonio ALKANA,RSARSA,13.55,0.126,110 m H,Semi,M,2016
8,2307,Petr SVOBODA,CZECZE,13.67,0.181,110 m H,Semi,M,2016
9,2138,João Vitor DE OLIVEIRA,BRABRA,13.85,0.194,110 m H,Semi,M,2016
1,2413,Dimitri BASCOU,FRAFRA,13.23 Q,0.152,110 m H,Semi,M,2016
2,2296,Milan TRAJKOVIC,CYPCYP,13.31 Q,0.135,110 m H,Semi,M,2016
3,3092,Jeff PORTER,USAUSA,13.45,0.15,110 m H,Semi,M,2016
