,POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
1642,,,Duane ROSS,USAUSA,DQ,0.155,110 m H,Quarter,M,2004
1643,,,Damjan ZLATNAR,SLOSLO,DNS,,110 m H,Quarter,M,2004
1644,1.0,,Stanislavs OLIJARS,LATLAT,13.26 Q,0.16899999999999998,110 m H,Quarter,M,2004
1645,2.0,,Anier GARCÍA,CUBCUB,13.28 Q,0.159,110 m H,Quarter,M,2004
1646,3.0,,Richard PHILLIPS,JAMJAM,13.44 Q,0.161,110 m H,Quarter,M,2004
1647,4.0,,Felipe VIVANCOS,ESPESP,13.48 q,0.154,110 m H,Quarter,M,2004
1648,5.0,,Mike FENNER,GERGER,13.53,0.128,110 m H,Quarter,M,2004
1649,6.0,,Stephen JONES,BARBAR,13.85,0.22699999999999998,110 m H,Quarter,M,2004
1650,,,Allen JOHNSON,USAUSA,DNF,0.23800000000000002,110 m H,Quarter,M,2004
1651,,,Gregory SEDOC,NEDNED,DNF,0.19,110 m H,Quarter,M,2004
1652,1.0,,Xiang LIU,CHNCHN,13.26 Q,0.20199999999999999,110 m H,Quarter,M,2004
1653,2.0,,Yoel HERNÁNDEZ,CUBCUB,13.29 Q,0.2,110 m H,Quarter,M,2004
1654,3.0,,Terrence TRAMMELL,USAUSA,13.34 Q,0.22,110 m H,Quarter,M,2004
1655,4.0,,Chris PINNOCK,JAMJAM,13.47 q,0.195,110 m H,Quarter,M,2004
1656,5.0,,Márcio Simão DE SOUZA,BRABRA,13.54,0.165,110 m H,Quarter,M,2004
1657,6.0,,Masato NAITO,JPNJPN,13.54,0.157,110 m H,Quarter,M,2004
1658,7.0,,Igor PEREMOTA,RUSRUS,13.64,0.13,110 m H,Quarter,M,2004
1659,8.0,,Paulo VILLAR,COLCOL,14.03,0.17600000000000002,110 m H,Quarter,M,2004
1660,1.0,,Mateus Facho INOCÊNCIO,BRABRA,13.33 Q,0.14,110 m H,Quarter,M,2004
1661,2.0,,Dudley DORIVAL,HAIHAI,13.39 Q,0.157,110 m H,Quarter,M,2004
1662,3.0,,Maurice WIGNALL,JAMJAM,13.39 Q,0.157,110 m H,Quarter,M,2004
1663,4.0,,Yuniel HERNÁNDEZ,CUBCUB,13.46 q,0.13699999999999998,110 m H,Quarter,M,2004
1664,5.0,,Sergey CHEPIGA,RUSRUS,13.55,0.19,110 m H,Quarter,M,2004
1665,6.0,,Shaun BOWNES,RSARSA,13.62,0.156,110 m H,Quarter,M,2004
1666,7.0,,Satoru TANIGAWA,JPNJPN,13.7,0.147,110 m H,Quarter,M,2004
1667,8.0,,Todd MATTHEWS-JOUDA,SUDSUD,13.77,0.203,110 m H,Quarter,M,2004
1668,1.0,,Maurice WIGNALL,JAMJAM,13.17 Q,0.162,110 m H,Semi,M,2004
1669,2.0,,Xiang LIU,CHNCHN,13.18 Q,0.151,110 m H,Semi,M,2004
1670,3.0,,Stanislavs OLIJARS,LATLAT,13.20 Q,0.151,110 m H,Semi,M,2004
1671,4.0,,Charles ALLEN,CANCAN,13.23 Q,0.15,110 m H,Semi,M,2004
1672,5.0,,Yoel HERNÁNDEZ,CUBCUB,13.37,0.174,110 m H,Semi,M,2004
1673,6.0,,Robert KRONBERG,SWESWE,13.42,0.124,110 m H,Semi,M,2004
1674,7.0,,Chris PINNOCK,JAMJAM,13.57,0.196,110 m H,Semi,M,2004
1675,,,Duane ROSS,USAUSA,DQ,0.157,110 m H,Semi,M,2004
1676,1.0,,Ladji DOUCOURÉ,FRAFRA,13.06 Q,0.2,110 m H,Semi,M,2004
1677,2.0,,Terrence TRAMMELL,USAUSA,13.17 Q,0.165,110 m H,Semi,M,2004
1678,3.0,,Anier GARCÍA,CUBCUB,13.30 Q,0.172,110 m H,Semi,M,2004
1679,4.0,,Mateus Facho INOCÊNCIO,BRABRA,13.34 Q,0.154,110 m H,Semi,M,2004
1680,5.0,,Dudley DORIVAL,HAIHAI,13.39,0.162,110 m H,Semi,M,2004
1681,6.0,,Richard PHILLIPS,JAMJAM,13.47,0.14300000000000002,110 m H,Semi,M,2004
1682,7.0,,Felipe VIVANCOS,ESPESP,13.52,0.14400000000000002,110 m H,Semi,M,2004
1683,,,Yuniel HERNÁNDEZ,CUBCUB,DNS,,110 m H,Semi,M,2004
1684,1.0,,Xiang LIU,CHNCHN,12.91,0.139,110 m H,Final,M,2004
1685,2.0,,Terrence TRAMMELL,USAUSA,13.18,0.154,110 m H,Final,M,2004
1686,3.0,,Anier GARCÍA,CUBCUB,13.2,0.16899999999999998,110 m H,Final,M,2004
1687,4.0,,Maurice WIGNALL,JAMJAM,13.21,0.16399999999999998,110 m H,Final,M,2004
1688,5.0,,Stanislavs OLIJARS,LATLAT,13.21,0.174,110 m H,Final,M,2004
1689,6.0,,Charles ALLEN,CANCAN,13.48,0.139,110 m H,Final,M,2004
1690,7.0,,Mateus Facho INOCÊNCIO,BRABRA,13.49,0.16899999999999998,110 m H,Final,M,2004
1691,8.0,,Ladji DOUCOURÉ,FRAFRA,13.76,0.204,110 m H,Final,M,2004
1692,1.0,,Aziz ZAKARI,GHAGHA,10.31 Q,0.317,100 m,Heats,M,2000
1693,2.0,,Patrick JOHNSON,AUSAUS,10.31 Q,0.152,100 m,Heats,M,2000
1694,3.0,,Venancio JOSÉ,ESPESP,10.36 Q,0.16899999999999998,100 m,Heats,M,2000
1695,4.0,,Martin LACHKOVICS,AUTAUT,10.41 q,0.15,100 m,Heats,M,2000
1696,5.0,,Nicolas MACROZONARIS,CANCAN,10.45,0.18899999999999997,100 m,Heats,M,2000
1697,6.0,,Jamal Abd. AL-SAFFAR,KSAKSA,10.75,0.165,100 m,Heats,M,2000
1698,7.0,,Bui LUONG,VIEVIE,10.85,0.245,100 m,Heats,M,2000
1699,8.0,,Pa Modou GAI,GAMGAM,11.03,0.17300000000000001,100 m,Heats,M,2000
1700,9.0,,Mario BONELLO,MLTMLT,11.06,0.157,100 m,Heats,M,2000
1701,1.0,,Marcin NOWAK,POLPOL,10.27 Q,0.16399999999999998,100 m,Heats,M,2000
1702,2.0,,Sunday EMMANUEL,NGRNGR,10.31 Q,0.152,100 m,Heats,M,2000
1703,3.0,,Freddy MAYOLA,CUBCUB,10.33 Q,0.155,100 m,Heats,M,2000
1704,4.0,,Sayon COOPER,LBRLBR,10.33 q,0.168,100 m,Heats,M,2000
1705,5.0,,David PATROS,FRAFRA,10.38 q,0.258,100 m,Heats,M,2000
1706,6.0,,Chiang Wai HUNG,HKGHKG,10.64,0.2,100 m,Heats,M,2000
1707,7.0,,Teymur GASIMOV,AZEAZE,10.97,0.22699999999999998,100 m,Heats,M,2000
1708,8.0,,Haseri ASLI,BRUBRU,11.11,0.259,100 m,Heats,M,2000
1709,9.0,,Sisomphone VONGPHAKDY,LAOLAO,11.47,0.221,100 m,Heats,M,2000
1710,1.0,,Curtis JOHNSON,USAUSA,10.30 Q,0.19399999999999998,100 m,Heats,M,2000
1711,2.0,,Vicente DE LIMA,BRABRA,10.31 Q,0.159,100 m,Heats,M,2000
1712,3.0,,Yeóryios THEODORÍDIS,GREGRE,10.34 Q,0.16899999999999998,100 m,Heats,M,2000
1713,4.0,,Bruny SURIN,CANCAN,10.41 q,0.198,100 m,Heats,M,2000
1714,5.0,,Renward WELLS,BAHBAH,10.47,0.252,100 m,Heats,M,2000
1715,6.0,,Dejan VOJNOVIC,CROCRO,10.5,0.139,100 m,Heats,M,2000
1716,7.0,,Tommi HARTONEN,FINFIN,10.53,0.235,100 m,Heats,M,2000
1717,8.0,,Seun OGUNKOYA,NGRNGR,10.72,0.193,100 m,Heats,M,2000
1718,,,Fernando ARLETE,GBSGBS,DNF,0.19699999999999998,100 m,Heats,M,2000
1719,1.0,,Obadele THOMPSON,BARBAR,10.23 Q,0.239,100 m,Heats,M,2000
1720,2.0,,Deji ALIU,NGRNGR,10.35 Q,0.214,100 m,Heats,M,2000
1721,3.0,,Shingo KAWABATA,JPNJPN,10.39 Q,0.16899999999999998,100 m,Heats,M,2000
1722,4.0,,Stefano TILLI,ITAITA,10.40 q,0.209,100 m,Heats,M,2000
1723,5.0,,Raphael DE OLIVEIRA,BRABRA,10.44,0.179,100 m,Heats,M,2000
1724,6.0,,Paul BRIZZEL,IRLIRL,10.62,0.205,100 m,Heats,M,2000
1725,7.0,,Petko YANKOV,BULBUL,10.63,0.22699999999999998,100 m,Heats,M,2000
1726,8.0,,Christopher Silas ADOLF,PLWPLW,11.01,0.147,100 m,Heats,M,2000
1727,9.0,,Toluta'u KOULA,TGATGA,11.01,0.215,100 m,Heats,M,2000
1728,1.0,,Darren CAMPBELL,GBRGBR,10.28 Q,0.22399999999999998,100 m,Heats,M,2000
1729,2.0,,Serge BENGONO,CMRCMR,10.35 Q,0.2,100 m,Heats,M,2000
1730,3.0,,Piotr BALCERZAK,POLPOL,10.42 Q,0.146,100 m,Heats,M,2000
1731,4.0,,Tommy KAFRI,ISRISR,10.43,0.207,100 m,Heats,M,2000
1732,5.0,,Christian NSIAH,GHAGHA,10.44,0.154,100 m,Heats,M,2000
1733,6.0,,Francesco SCUDERI,ITAITA,10.5,0.152,100 m,Heats,M,2000
1734,7.0,,Idrissa SANOU,BURBUR,10.6,0.23399999999999999,100 m,Heats,M,2000
1735,8.0,,Youssouf SIMPARA,MLIMLI,10.82,0.218,100 m,Heats,M,2000
1736,,,Ronald PROMESSE,LCALCA,DNF,0.272,100 m,Heats,M,2000
1737,1.0,,Maurice GREENE,USAUSA,10.31 Q,0.195,100 m,Heats,M,2000
1738,2.0,,Kim COLLINS,SKNSKN,10.39 Q,0.24,100 m,Heats,M,2000
1739,3.0,,Joseph BATANGDON,CMRCMR,10.45 Q,0.192,100 m,Heats,M,2000
1740,4.0,,Andrea COLOMBO,ITAITA,10.52,0.264,100 m,Heats,M,2000
1741,5.0,,Watson NYAMBEK,MASMAS,10.61,0.175,100 m,Heats,M,2000
1742,6.0,,John MURAY,INAINA,10.68,0.18,100 m,Heats,M,2000
1743,7.0,,Teinakore TEITI,COKCOK,11.22,0.17,100 m,Heats,M,2000
1744,8.0,,Saviour SPITERI,MLTMLT,12.57,0.207,100 m,Heats,M,2000
1745,,,Ággelos PAVLAKÁKIS,GREGRE,DNS,,100 m,Heats,M,2000
1746,,,Cherico DETENAMO,NRUNRU,DNS,,100 m,Heats,M,2000
1747,1.0,,Stéphane BUCKLAND,MRIMRI,10.35 Q,0.218,100 m,Heats,M,2000
1748,2.0,,Dwain CHAMBERS,GBRGBR,10.38 Q,0.171,100 m,Heats,M,2000
1749,3.0,,Donovan BAILEY,CANCAN,10.39 Q,0.235,100 m,Heats,M,2000
1750,4.0,,Marc BLUME,GERGER,10.42,0.20800000000000002,100 m,Heats,M,2000
1751,5.0,,Paul DI BELLA,AUSAUS,10.52,0.231,100 m,Heats,M,2000
1752,6.0,,Edgardo A. SERPAS,ESAESA,10.63,0.168,100 m,Heats,M,2000
1753,7.0,,Hadhari DJAFFAR,COMCOM,10.68,0.25,100 m,Heats,M,2000
1754,8.0,,Kelsey NAKANELUA,ASAASA,10.93,0.245,100 m,Heats,M,2000
1755,9.0,,Jean-Aime RANDRIANALIJAONA,MADMAD,12.5,0.21,100 m,Heats,M,2000
1756,1.0,,Ato BOLDON,TTOTTO,10.04 Q,0.17,100 m,Heats,M,2000
1757,2.0,,Antoine BOUSSOMBO,GABGAB,10.13 Q,0.177,100 m,Heats,M,2000
1758,3.0,,Leonard MYLES-MILLS,GHAGHA,10.15 Q,0.193,100 m,Heats,M,2000
1759,4.0,,Ibrahim MEITÉ,CIVCIV,10.24 q,0.191,100 m,Heats,M,2000
1760,5.0,,Cláudio Roberto SOUZA,BRABRA,10.31 q,0.222,100 m,Heats,M,2000
1761,6.0,,Anninos MARCOULLIDES,CYPCYP,10.32 q,0.278,100 m,Heats,M,2000
1762,7.0,,Janis ROUBABA,INAINA,10.54,0.247,100 m,Heats,M,2000
1763,8.0,,Oltjon LULI,ALBALB,11.08,0.235,100 m,Heats,M,2000
1764,9.0,,Mamane Sani ALI,NIGNIG,11.25,0.21899999999999997,100 m,Heats,M,2000
1765,1.0,,Jon DRUMMOND,USAUSA,10.20 Q,0.198,100 m,Heats,M,2000
1766,2.0,,Matthew SHIRVINGTON,AUSAUS,10.35 Q,0.24100000000000002,100 m,Heats,M,2000
1767,3.0,,Patrick JARRETT,JAMJAM,10.41 Q,0.146,100 m,Heats,M,2000
1768,4.0,,Anatoliy DOVHAL,UKRUKR,10.48,0.174,100 m,Heats,M,2000
1769,5.0,,Oscar MENESES,GUAGUA,10.54,0.212,100 m,Heats,M,2000
1770,6.0,,Shigeyuki KOJIMA,JPNJPN,10.59,0.217,100 m,Heats,M,2000
1771,7.0,,Caimin DOUGLAS,AHOAHO,10.69,0.259,100 m,Heats,M,2000
1772,8.0,,Abraham KEPSIN,VANVAN,11.12,0.172,100 m,Heats,M,2000
1773,9.0,,Philam GARCIA,GUMGUM,11.21,0.22,100 m,Heats,M,2000
1774,1.0,,Jason GARDENER,GBRGBR,10.38 Q,0.188,100 m,Heats,M,2000
1775,2.0,,Lindel FRATER,JAMJAM,10.45 Q,0.154,100 m,Heats,M,2000
1776,3.0,,Kostyantyn RURAK,UKRUKR,10.48 Q,0.22399999999999998,100 m,Heats,M,2000
1777,4.0,,Sherwin VRIES,NAMNAM,10.53,0.165,100 m,Heats,M,2000
1778,5.0,,Niconnor ALEXANDER,TTOTTO,10.56,0.149,100 m,Heats,M,2000
1779,6.0,,Sergey BYCHKOV,RUSRUS,10.68,0.183,100 m,Heats,M,2000
1780,7.0,,Ruslan RUSIDZE,GEOGEO,10.7,0.166,100 m,Heats,M,2000
1781,8.0,,Alpha KAMARA,SLESLE,10.74,0.162,100 m,Heats,M,2000
1782,9.0,,Vitaliy MEDVEDEV,KAZKAZ,10.75,0.209,100 m,Heats,M,2000
1783,1.0,,Christopher WILLIAMS,JAMJAM,10.35 Q,0.18600000000000003,100 m,Heats,M,2000
1784,2.0,,Mathew QUINN,RSARSA,10.44 Q,0.17,100 m,Heats,M,2000
1785,3.0,,Koji ITO,JPNJPN,10.45 Q,0.23399999999999999,100 m,Heats,M,2000
1786,4.0,,Heber VIERA,URUURU,10.54,0.24600000000000002,100 m,Heats,M,2000
1787,5.0,,Gabriel SIMÓN,ARGARG,10.56,0.166,100 m,Heats,M,2000
1788,6.0,,Erwin Heru SUSANTO,INAINA,10.87,0.16399999999999998,100 m,Heats,M,2000
1789,7.0,,Sebergue MOUMI,CHACHA,11,0.249,100 m,Heats,M,2000
1790,8.0,,Guillermo DONGO,SURSUR,11.1,0.19699999999999998,100 m,Heats,M,2000
1791,9.0,,Lucas NELSON,SEYSEY,11.15,0.218,100 m,Heats,M,2000
1792,1.0,,Maurice GREENE,USAUSA,10.10 Q,0.182,100 m,Quarter,M,2000
1793,2.0,,Leonard MYLES-MILLS,GHAGHA,10.23 Q,0.145,100 m,Quarter,M,2000
1794,3.0,,Sunday EMMANUEL,NGRNGR,10.36 Q,0.165,100 m,Quarter,M,2000
1795,4.0,,Marcin NOWAK,POLPOL,10.37,0.18600000000000003,100 m,Quarter,M,2000
1796,5.0,,Sayon COOPER,LBRLBR,10.37,0.147,100 m,Quarter,M,2000
1797,6.0,,Ibrahim MEITÉ,CIVCIV,10.4,0.191,100 m,Quarter,M,2000
1798,7.0,,Serge BENGONO,CMRCMR,10.46,0.222,100 m,Quarter,M,2000
1799,8.0,,Shingo KAWABATA,JPNJPN,10.6,0.184,100 m,Quarter,M,2000
1800,1.0,,Ato BOLDON,TTOTTO,10.11 Q,0.155,100 m,Quarter,M,2000
1801,2.0,,Kim COLLINS,SKNSKN,10.19 Q,0.222,100 m,Quarter,M,2000
1802,3.0,,Bruny SURIN,CANCAN,10.20 Q,0.13,100 m,Quarter,M,2000
1803,4.0,,Jason GARDENER,GBRGBR,10.27,0.177,100 m,Quarter,M,2000
1804,5.0,,Christopher WILLIAMS,JAMJAM,10.3,0.187,100 m,Quarter,M,2000
1805,6.0,,Freddy MAYOLA,CUBCUB,10.35,0.14400000000000002,100 m,Quarter,M,2000
1806,7.0,,Piotr BALCERZAK,POLPOL,10.38,0.152,100 m,Quarter,M,2000
1807,8.0,,Martin LACHKOVICS,AUTAUT,10.44,0.18899999999999997,100 m,Quarter,M,2000
1808,9.0,,Joseph BATANGDON,CMRCMR,10.52,0.231,100 m,Quarter,M,2000
1809,1.0,,Obadele THOMPSON,BARBAR,10.04 Q,0.187,100 m,Quarter,M,2000
1810,2.0,,Matthew SHIRVINGTON,AUSAUS,10.13 Q,0.142,100 m,Quarter,M,2000
1811,3.0,,Aziz ZAKARI,GHAGHA,10.22 Q,0.193,100 m,Quarter,M,2000
1812,4.0,,Lindel FRATER,JAMJAM,10.23 q,0.185,100 m,Quarter,M,2000
1813,5.0,,Vicente DE LIMA,BRABRA,10.28,0.191,100 m,Quarter,M,2000
1814,6.0,,David PATROS,FRAFRA,10.33,0.24100000000000002,100 m,Quarter,M,2000
1815,7.0,,Kostyantyn RURAK,UKRUKR,10.38,0.191,100 m,Quarter,M,2000
1816,8.0,,Donovan BAILEY,CANCAN,11.36,0.21600000000000003,100 m,Quarter,M,2000
1817,1.0,,Dwain CHAMBERS,GBRGBR,10.12 Q,0.15,100 m,Quarter,M,2000
1818,2.0,,Jon DRUMMOND,USAUSA,10.15 Q,0.145,100 m,Quarter,M,2000
1819,3.0,,Koji ITO,JPNJPN,10.25 Q,0.221,100 m,Quarter,M,2000
1820,4.0,,Stéphane BUCKLAND,MRIMRI,10.26,0.15,100 m,Quarter,M,2000
1821,5.0,,Antoine BOUSSOMBO,GABGAB,10.27,0.19,100 m,Quarter,M,2000
1822,6.0,,Stefano TILLI,ITAITA,10.27,0.162,100 m,Quarter,M,2000
1823,7.0,,Mathew QUINN,RSARSA,10.27,0.157,100 m,Quarter,M,2000
1824,8.0,,Patrick JARRETT,JAMJAM,16.4,0.184,100 m,Quarter,M,2000
1825,1.0,,Darren CAMPBELL,GBRGBR,10.21 Q,0.22899999999999998,100 m,Quarter,M,2000
1826,2.0,,Curtis JOHNSON,USAUSA,10.24 Q,0.142,100 m,Quarter,M,2000
1827,3.0,,Deji ALIU,NGRNGR,10.29 Q,0.18100000000000002,100 m,Quarter,M,2000
1828,4.0,,Yeóryios THEODORÍDIS,GREGRE,10.29,0.14400000000000002,100 m,Quarter,M,2000
1829,5.0,,Patrick JOHNSON,AUSAUS,10.44,0.23600000000000002,100 m,Quarter,M,2000
1830,6.0,,Cláudio Roberto SOUZA,BRABRA,10.47,0.182,100 m,Quarter,M,2000
1831,7.0,,Anninos MARCOULLIDES,CYPCYP,10.48,0.183,100 m,Quarter,M,2000
1832,8.0,,Venancio JOSÉ,ESPESP,10.53,0.18899999999999997,100 m,Quarter,M,2000
1833,1.0,,Dwain CHAMBERS,GBRGBR,10.14 Q,0.16399999999999998,100 m,Semi,M,2000
1834,2.0,,Obadele THOMPSON,BARBAR,10.15 Q,0.18899999999999997,100 m,Semi,M,2000
1835,3.0,,Darren CAMPBELL,GBRGBR,10.19 Q,0.161,100 m,Semi,M,2000
1836,4.0,,Kim COLLINS,SKNSKN,10.20 Q,0.184,100 m,Semi,M,2000
1837,5.0,,Leonard MYLES-MILLS,GHAGHA,10.25,0.22,100 m,Semi,M,2000
1838,6.0,,Curtis JOHNSON,USAUSA,10.27,0.146,100 m,Semi,M,2000
1839,7.0,,Koji ITO,JPNJPN,10.39,0.217,100 m,Semi,M,2000
1840,8.0,,Lindel FRATER,JAMJAM,10.46,0.203,100 m,Semi,M,2000
1841,1.0,,Maurice GREENE,USAUSA,10.06 Q,0.22699999999999998,100 m,Semi,M,2000
1842,2.0,,Jon DRUMMOND,USAUSA,10.10 Q,0.13699999999999998,100 m,Semi,M,2000
1843,3.0,,Ato BOLDON,TTOTTO,10.13 Q,0.212,100 m,Semi,M,2000
1844,4.0,,Aziz ZAKARI,GHAGHA,10.16 Q,0.23600000000000002,100 m,Semi,M,2000
1845,5.0,,Matthew SHIRVINGTON,AUSAUS,10.26,0.166,100 m,Semi,M,2000
1846,6.0,,Deji ALIU,NGRNGR,10.32,0.253,100 m,Semi,M,2000
1847,7.0,,Sunday EMMANUEL,NGRNGR,10.45,0.163,100 m,Semi,M,2000
1848,8.0,,Bruny SURIN,CANCAN,50.94,0.151,100 m,Semi,M,2000
1849,1.0,,Maurice GREENE,USAUSA,9.87,0.19699999999999998,100 m,Final,M,2000
1850,2.0,,Ato BOLDON,TTOTTO,9.99,0.136,100 m,Final,M,2000
1851,3.0,,Obadele THOMPSON,BARBAR,10.04,0.21600000000000003,100 m,Final,M,2000
1852,4.0,,Dwain CHAMBERS,GBRGBR,10.08,0.174,100 m,Final,M,2000
1853,5.0,,Jon DRUMMOND,USAUSA,10.09,0.147,100 m,Final,M,2000
1854,6.0,,Darren CAMPBELL,GBRGBR,10.13,0.193,100 m,Final,M,2000
1855,7.0,,Kim COLLINS,SKNSKN,10.17,0.21,100 m,Final,M,2000
1856,,,Aziz ZAKARI,GHAGHA,DNF,0.18,100 m,Final,M,2000
1857,1.0,,Savatheda FYNES,BAHBAH,11.18 Q,0.16399999999999998,100 m,Heats,F,2000
1858,2.0,,Myriam Léonie MANI,CMRCMR,11.24 Q,0.152,100 m,Heats,F,2000
1859,3.0,,Valma BASS,SKNSKN,11.45 Q,0.174,100 m,Heats,F,2000
1860,4.0,,Karin MAYR-KRIFKA,AUTAUT,11.5,0.166,100 m,Heats,F,2000
1861,5.0,,Joice MADUAKA,GBRGBR,11.51,0.23,100 m,Heats,F,2000
1862,6.0,,Martha ADUSEI,CANCAN,11.82,0.254,100 m,Heats,F,2000
1863,7.0,,Mari Paz MOSANGA MOTANGA,GEQGEQ,12.91,0.281,100 m,Heats,F,2000
1864,8.0,,Ismenia FREDERICO,CPVCPV,12.99,0.19,100 m,Heats,F,2000
1865,1.0,,Christine ARRON,FRAFRA,11.42 Q,0.261,100 m,Heats,F,2000
1866,2.0,,Lyubov PEREPELOVA,UZBUZB,11.48 Q,0.256,100 m,Heats,F,2000
1867,3.0,,Sarah REILLY,IRLIRL,11.56 Q,0.18100000000000002,100 m,Heats,F,2000
1868,4.0,,Natasha MAYERS,VINVIN,11.61,0.215,100 m,Heats,F,2000
1869,5.0,,Aminata DIOUF,SENSEN,11.65,0.23399999999999999,100 m,Heats,F,2000
1870,6.0,,Fana ASHBY,TTOTTO,11.85,0.243,100 m,Heats,F,2000
1871,7.0,,Peoria KOSHIBA,PLWPLW,12.66,0.239,100 m,Heats,F,2000
1872,8.0,,Jenny KENI,SOLSOL,13.01,0.275,100 m,Heats,F,2000
1873,1.0,,Zhanna BLOCK,UKRUKR,11.27 Q,0.215,100 m,Heats,F,2000
1874,2.0,,Beverly MCDONALD,JAMJAM,11.36 Q,0.18100000000000002,100 m,Heats,F,2000
1875,3.0,,Joan Uduak EKAH,NGRNGR,11.60 Q,0.17300000000000001,100 m,Heats,F,2000
1876,4.0,,Ayanna HUTCHINSON,TTOTTO,11.78,0.248,100 m,Heats,F,2000
1877,5.0,,Lerma GABITO,PHIPHI,12.08,0.261,100 m,Heats,F,2000
1878,6.0,,Vukosava DJAPIC,SCGSCG,12.12,0.183,100 m,Heats,F,2000
1879,7.0,,Emma WADE,BIZBIZ,12.25,0.16399999999999998,100 m,Heats,F,2000
1880,8.0,,Luz Marina GEERMAN,ARUARU,12.96,0.242,100 m,Heats,F,2000
1881,1.0,,Susanthika JAYASINGHE,SRISRI,11.15 Q,0.20600000000000002,100 m,Heats,F,2000
1882,2.0,,Anzhela KRAVCHENKO,UKRUKR,11.35 Q,0.23399999999999999,100 m,Heats,F,2000
1883,3.0,,Mary ONYALI-OMAGBEMI,NGRNGR,11.36 Q,0.192,100 m,Heats,F,2000
1884,4.0,,Lauren HEWITT,AUSAUS,11.42 q,0.20199999999999999,100 m,Heats,F,2000
1885,5.0,,Mireille DONDERS,SUISUI,11.63,0.16899999999999998,100 m,Heats,F,2000
1886,6.0,,Heidi HANNULA,FINFIN,11.68,0.228,100 m,Heats,F,2000
1887,7.0,,Lina BEJJANI,LBNLBN,12.98,,100 m,Heats,F,2000
1888,8.0,,Regina SHOTARO,FSMFSM,13.69,0.272,100 m,Heats,F,2000
1889,1.0,,Ekateríni THÁNOU,GREGRE,11.10 Q,0.155,100 m,Heats,F,2000
1890,2.0,,Iryna PUKHA,UKRUKR,11.41 Q,0.154,100 m,Heats,F,2000
1891,3.0,,Hanitriniaina RAKOTONDRABE,MADMAD,11.50 Q,0.19,100 m,Heats,F,2000
1892,4.0,,Heather SAMUEL,ANTANT,11.62,0.16899999999999998,100 m,Heats,F,2000
1893,5.0,,Viktoriya KOVIYREVA,KAZKAZ,11.72,0.225,100 m,Heats,F,2000
1894,6.0,,Agné EGGERTH,LTULTU,11.87,0.27699999999999997,100 m,Heats,F,2000
1895,7.0,,Devi Maya PANERU,NEPNEP,12.74,0.17,100 m,Heats,F,2000
1896,8.0,,Foujia HUDA,BANBAN,12.75,0.214,100 m,Heats,F,2000
1897,9.0,,M'Mah TOURE,GUIGUI,12.82,0.259,100 m,Heats,F,2000
1898,1.0,,Sandra CITTE,FRAFRA,11.47 Q,0.182,100 m,Heats,F,2000
1899,2.0,,Monica TWUM,GHAGHA,11.48 Q,0.172,100 m,Heats,F,2000
1900,3.0,,Marina TRANDENKOVA,RUSRUS,11.51,0.17800000000000002,100 m,Heats,F,2000
1901,4.0,,Shani ANDERSON,GBRGBR,11.55,0.19,100 m,Heats,F,2000
1902,5.0,,Ekundayo WILLIAMS,SLESLE,12.19,0.256,100 m,Heats,F,2000
1903,6.0,,Laure KUETEY,BENBEN,12.4,0.201,100 m,Heats,F,2000
1904,7.0,,Shamha AHMED,MDVMDV,12.87,,100 m,Heats,F,2000
1905,,,Marion JONES,USAUSA,DQ,0.165,100 m,Heats,F,2000
1906,1.0,,Chandra STURRUP,BAHBAH,11.31 Q,0.18,100 m,Heats,F,2000
1907,2.0,,Mercy NKU,NGRNGR,11.41 Q,0.196,100 m,Heats,F,2000
1908,3.0,,Natalya IGNATOVA,RUSRUS,11.54 Q,0.187,100 m,Heats,F,2000
1909,4.0,,Marcia RICHARDSON,GBRGBR,11.62,0.201,100 m,Heats,F,2000
1910,5.0,,Paraskevi PATOULIDOU,GREGRE,11.65,0.21600000000000003,100 m,Heats,F,2000
1911,6.0,,Joanna HOAREAU,SEYSEY,12.01,0.261,100 m,Heats,F,2000
1912,7.0,,Akonga NSIMBO,CODCOD,12.51,0.23399999999999999,100 m,Heats,F,2000
1913,8.0,,Tamara SHANIDZE,GEOGEO,12.56,0.273,100 m,Heats,F,2000
1914,9.0,,Fatou DIENG,MTNMTN,13.69,0.201,100 m,Heats,F,2000
1915,1.0,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.10 Q,0.19,100 m,Heats,F,2000
1916,2.0,,Xuemei LI,CHNCHN,11.25 Q,0.185,100 m,Heats,F,2000
1917,3.0,,Torri EDWARDS,USAUSA,11.34 Q,0.159,100 m,Heats,F,2000
1918,4.0,,Cydonie MOTHERSILLE,CAYCAY,11.38 q,0.226,100 m,Heats,F,2000
1919,5.0,,Ameerah BELLO,ISVISV,11.64,0.245,100 m,Heats,F,2000
1920,6.0,,Grace DINKINS,LBRLBR,11.79,0.174,100 m,Heats,F,2000
1921,7.0,,Anais OYEMBO,GABGAB,12.19,0.158,100 m,Heats,F,2000
1922,8.0,,Mariam Mohamed Hadi AL HILLI,BRNBRN,13.98,,100 m,Heats,F,2000
1923,1.0,,Merlene OTTEY,JAMJAM,11.24 Q,0.235,100 m,Heats,F,2000
1924,2.0,,Petya PENDAREVA,BULBUL,11.30 Q,0.198,100 m,Heats,F,2000
